t_end,latency_ms,cache_hit
1757266045.915511,0.025,0
1757266045.915524,0.007,0
1757266045.915544,0.017,0
1757266045.915549,0.003,0
1757266045.915565,0.013,0
1757266045.915570,0.004,0
1757266045.915585,0.014,0
1757266045.915592,0.005,0
1757266045.915606,0.013,0
1757266045.915611,0.004,0
1757266045.915621,0.009,1
1757266045.915626,0.003,1
