t_end,latency_ms,cache_hit
1756718846.726733,35.113,0
1756718846.762527,35.658,0
1756718846.762792,35.910,0
1756718846.762869,35.985,0
1756718846.763337,36.443,0
1756718846.795078,30.528,0
1756718846.795198,30.705,0
1756718846.797435,32.909,0
1756718846.797510,32.949,0
1756718846.832705,34.775,0
1756718846.832815,34.864,0
1756718846.832896,35.018,0
1756718846.832942,34.961,0
1756718846.867699,34.332,0
1756718846.867830,34.443,0
1756718846.867911,34.505,0
1756718846.868397,35.081,0
1756718846.903683,34.869,0
1756718846.903773,34.926,0
1756718846.903822,34.947,0
1756718846.903862,34.961,0
1756718846.937142,32.918,0
1756718846.937250,32.990,0
1756718846.937327,33.038,0
1756718846.937404,33.091,0
1756718846.970495,32.137,0
1756718846.973014,34.766,0
1756718846.973091,34.801,0
1756718846.973204,34.885,0
1756718847.004784,30.995,0
1756718847.004933,31.093,0
1756718847.007793,33.970,0
1756718847.007877,34.028,0
1756718847.043306,35.038,0
1756718847.043430,35.191,0
1756718847.043489,35.213,0
1756718847.043547,35.335,0
1756718847.077308,33.480,0
1756718847.077461,33.566,0
1756718847.077539,33.665,0
1756718847.078295,34.445,0
1756718847.113422,34.642,0
1756718847.113517,34.705,0
1756718847.113585,34.749,0
1756718847.113661,34.803,0
1756718847.147822,33.778,0
1756718847.147995,33.930,0
1756718847.148068,33.987,0
1756718847.148138,34.096,0
1756718847.182928,34.288,0
1756718847.183768,35.075,0
1756718847.183816,35.090,0
1756718847.183852,35.096,0
1756718847.219462,35.296,0
1756718847.219545,35.356,0
1756718847.219610,35.402,0
1756718847.219647,35.421,0
1756718847.256165,36.231,0
1756718847.256280,36.338,0
1756718847.256336,36.382,0
1756718847.256396,36.498,0
1756718847.292048,35.163,0
1756718847.292145,35.222,0
1756718847.292208,35.307,0
1756718847.292270,35.429,0
1756718847.327562,34.932,0
1756718847.327755,35.110,0
1756718847.327821,35.159,0
1756718847.327907,35.322,0
1756718847.359879,31.129,0
1756718847.364028,35.237,0
1756718847.364125,35.312,0
1756718847.364297,35.458,0
1756718847.399815,35.163,0
1756718847.399933,35.257,0
1756718847.400012,35.317,0
1756718847.400078,35.366,0
1756718847.435688,35.217,0
1756718847.435830,35.274,0
1756718847.435916,35.386,0
1756718847.435987,35.482,0
1756718847.468230,31.837,0
1756718847.471451,34.985,0
1756718847.471537,35.055,0
1756718847.471611,35.181,0
1756718847.503659,31.635,0
1756718847.503777,31.733,0
1756718847.503854,31.790,0
1756718847.504613,32.634,0
1756718847.537622,32.539,0
1756718847.537710,32.604,0
1756718847.537821,32.690,0
1756718847.537877,32.850,0
1756718847.570390,32.188,0
1756718847.570567,32.357,0
1756718847.570654,32.430,0
1756718847.573281,35.120,0
1756718847.607514,33.879,0
1756718847.607638,33.914,0
1756718847.607715,34.037,0
1756718847.607790,34.014,0
1756718847.638403,30.191,0
1756718847.643355,35.071,0
1756718847.643445,35.197,0
1756718847.643500,35.197,0
1756718847.677438,33.560,0
1756718847.678074,34.158,0
1756718847.678133,34.190,0
1756718847.678177,34.212,0
1756718847.710556,31.994,0
1756718847.711164,32.564,0
1756718847.711252,32.626,0
1756718847.711315,32.668,0
1756718847.746909,35.148,0
1756718847.747275,35.492,0
1756718847.747378,35.573,0
1756718847.747441,35.735,0
1756718847.782906,35.078,0
1756718847.783000,35.160,0
1756718847.783061,35.296,0
1756718847.783120,35.323,0
1756718847.818733,35.196,0
1756718847.818839,35.251,0
1756718847.818901,35.291,0
1756718847.818982,35.418,0
1756718847.853705,34.244,0
1756718847.853830,34.347,0
1756718847.853948,34.441,0
1756718847.854455,35.051,0
1756718847.886864,31.879,0
1756718847.887009,31.951,0
1756718847.887118,32.034,0
1756718847.887205,32.179,0
1756718847.920959,33.065,0
1756718847.921060,33.207,0
1756718847.921129,33.218,0
1756718847.921224,33.420,0
1756718847.953680,32.141,0
1756718847.956673,35.086,0
1756718847.956760,35.159,0
1756718847.956839,35.280,0
1756718847.990642,33.446,0
1756718847.990751,33.513,0
1756718847.990801,33.543,0
1756718847.990897,33.680,0
1756718848.025199,33.851,0
1756718848.025217,33.902,0
1756718848.026260,35.039,0
1756718848.026320,35.022,0
1756718848.061506,35.085,0
1756718848.061529,35.095,0
1756718848.061541,35.116,0
1756718848.061554,35.125,0
1756718848.096728,35.050,0
1756718848.096749,35.070,0
1756718848.096761,35.077,0
1756718848.096772,35.083,0
1756718848.131900,35.031,0
1756718848.131934,35.078,0
1756718848.131963,35.081,0
1756718848.131987,35.112,0
1756718848.167225,35.093,0
1756718848.167297,35.160,0
1756718848.167358,35.237,0
1756718848.167413,35.303,0
1756718848.199943,32.288,0
1756718848.202805,35.104,0
1756718848.202908,35.228,0
1756718848.203018,35.305,0
1756718848.237007,33.521,0
1756718848.237144,33.629,0
1756718848.238398,34.974,0
1756718848.238457,34.907,0
1756718848.270541,31.689,0
1756718848.270722,31.772,0
1756718848.272425,33.535,0
1756718848.272500,33.584,0
1756718848.306894,33.921,0
1756718848.306989,33.996,0
1756718848.307068,34.183,0
1756718848.307998,35.069,0
1756718848.342595,34.163,0
1756718848.342742,34.263,0
1756718848.342841,34.388,0
1756718848.342923,34.545,0
1756718848.377541,34.112,0
1756718848.378114,34.640,0
1756718848.378449,34.940,0
1756718848.378551,35.210,0
1756718848.414136,35.202,0
1756718848.414229,35.253,0
1756718848.414301,35.268,0
1756718848.414360,35.354,0
1756718848.449103,34.378,0
1756718848.449271,34.460,0
1756718848.449376,34.583,0
1756718848.449445,34.699,0
1756718848.481113,31.181,0
1756718848.481325,31.372,0
1756718848.481418,31.443,0
1756718848.481496,31.615,0
1756718848.515983,33.982,0
1756718848.516103,34.044,0
1756718848.516175,34.148,0
1756718848.516396,34.458,0
1756718848.551358,34.558,0
1756718848.551913,35.078,0
1756718848.551974,35.089,0
1756718848.552032,35.171,0
1756718848.584081,31.631,0
1756718848.584190,31.661,0
1756718848.584262,31.703,0
1756718848.589468,36.971,0
1756718848.623439,33.387,0
1756718848.623552,33.482,0
1756718848.623640,33.635,0
1756718848.625061,35.130,0
1756718848.660635,35.174,0
1756718848.660742,35.204,0
1756718848.660818,35.328,0
1756718848.660892,35.378,0
1756718848.696082,34.737,0
1756718848.696194,34.810,0
1756718848.696274,34.854,0
1756718848.696347,34.896,0
1756718848.730475,32.614,0
1756718848.730573,32.678,0
1756718848.730631,32.709,0
1756718848.730675,32.727,0
1756718848.766489,35.195,0
1756718848.766866,35.580,0
1756718848.766941,35.641,0
1756718848.767013,35.780,0
1756718848.802518,35.190,0
1756718848.802635,35.261,0
1756718848.802698,35.302,0
1756718848.802762,35.412,0
1756718848.835391,32.281,0
1756718848.836169,33.029,0
1756718848.836242,33.078,0
1756718848.836302,33.120,0
1756718848.870258,33.601,0
1756718848.870997,34.378,0
1756718848.871035,34.354,0
1756718848.871116,34.411,0
1756718848.903605,32.209,0
1756718848.903644,32.242,0
1756718848.903669,32.281,0
1756718848.905834,34.483,0
1756718848.941021,35.078,0
1756718848.941052,35.107,0
1756718848.941070,35.139,0
1756718848.941108,35.159,0
1756718848.973134,31.911,0
1756718848.973153,31.923,0
1756718848.973168,31.931,0
1756718848.973182,31.941,0
1756718849.008342,35.037,0
1756718849.008374,35.083,0
1756718849.008419,35.109,0
1756718849.008440,35.124,0
1756718849.040605,32.041,0
1756718849.040677,32.108,0
1756718849.040720,32.133,0
1756718849.040761,32.184,0
1756718849.071269,30.292,0
1756718849.071904,30.912,0
1756718849.071958,30.949,0
1756718849.072011,30.983,0
1756718849.102758,30.317,0
1756718849.102906,30.543,0
1756718849.102964,30.512,0
1756718849.105708,33.306,0
1756718849.137930,31.759,0
1756718849.138055,31.860,0
1756718849.138185,31.968,0
1756718849.138267,32.151,0
1756718849.170830,31.777,0
1756718849.170949,31.893,0
1756718849.171007,31.890,0
1756718849.171978,32.841,0
1756718849.205712,33.281,0
1756718849.205798,33.338,0
1756718849.205827,33.388,0
1756718849.205857,33.476,0
1756718849.236993,30.915,0
1756718849.237099,31.001,0
1756718849.237132,31.045,0
1756718849.237162,31.104,0
