scenario,use_cache,ticks,seed,count,t_first_ns,t_last_ns,sum_latency_ms,p50_ms,p95_ms,p99_ms,throughput_eps,hit_rate
city,False,300,7,32,346325250,4066896291,0.0,158.7375,1232.60725,1250.818625,8.600830261636174,0.0
