t_end,latency_ms,cache_hit
1757266046.000769,0.030,0
1757266046.000784,0.009,0
1757266046.000794,0.006,0
1757266046.000800,0.005,0
1757266046.000819,0.018,0
1757266046.000825,0.005,0
1757266046.000831,0.004,0
1757266046.000836,0.004,0
